ShipmentID,DateKey,CustomerID,ProductID,CarrierID,VehicleID,WarehouseID,EmployeeID,RouteID,ShipmentStatus,DeliveryMode,ShippingPriority,PaymentMethod,WeatherCondition,TrafficCondition,OrderQuantity,PackageWeightKg,PackageVolumeM3,DistanceKm,ShippingCost,OrderValue,HandlingTimeHours,LoadingTimeHours,WarehouseProcessingTimeHours,FuelConsumptionLiters,PromisedDeliveryDays,ActualDeliveryDays,DeliveryTimeHours,NumPreviousDelaysCustomer,Late_Delivery
9089,20231224,559,394,8,367,9,598.0,123,Delivered,Sea,Standard,Prepaid,Extreme Heat,Medium,7,46.3,0.6205,1822.3,3056.86,5295.8,1.94,0.95,3.11,302.64,6,5,108.4,1,0
9090,20230325,1703,658,5,66,16,806.0,253,Delivered,Road,Express,COD,Rain,Low,24,85.56,4.2347,1624.8,1767.2,4444.16,1.65,0.96,2.27,131.7,4,4,100.7,1,0
9091,20240725,7,531,10,472,5,466.0,91,Delivered,Road,Standard,COD,Clear,Low,6,18.84,1.5375,1353.0,1270.02,4528.28,1.38,0.85,5.9,152.15,5,8,190.5,2,1
9092,20220626,1941,477,9,487,16,730.0,48,Delivered,Road,Standard,COD,Rain,High,9,58.65,0.2342,2282.6,2764.76,6526.51,2.64,0.6,4.72,423.28,7,6,126.7,3,0
9093,20240412,1735,763,1,414,23,693.0,82,Delivered,Rail,Express,Prepaid,Fog,Medium,3,7.23,0.373,1346.7,2002.31,722.7,1.09,1.07,3.21,243.86,3,2,45.7,1,0
9094,20230317,2697,538,5,1,5,205.0,342,Delivered,Road,Express,Prepaid,Clear,Low,21,64.86,0.5399,499.6,7230.776842605417,4432.34,2.02,1.68,2.63,75.43,2,1,24.1,1,0
9095,20230706,1313,765,8,437,4,390.0,310,Delivered,Rail,Standard,Credit Terms,Rain,Medium,14,32.87,0.818,1035.7,1679.36,5288.37,1.05,0.93,4.41,128.86,4,3,77.2,1,0
9096,20230523,1686,716,1,38,4,423.0,46,Delivered,Rail,Standard,COD,Fog,Medium,18,53.67,0.8838,1566.9,16385.98651056119,3893.73,2.39,0.94,3.71,271.26,5,5,117.0,0,0
9097,20220111,165,412,4,434,26,183.0,282,Delivered,Rail,Standard,Prepaid,Clear,Medium,7,32.91,0.1336,1296.8,1913.47,6950.74,1.31,0.91,4.35,131.66,5,4,98.7,1,0
9098,20241217,2475,57,4,438,27,527.0,129,Delivered,Road,Express,COD,Rain,Low,16,60.72,2.6665,1859.0,2975.03,8072.99,1.5,1.48,2.39,259.3,4,4,100.0,3,0
9099,20240101,889,456,7,197,16,741.0,73,Delivered,Road,Same-Day,COD,Clear,med,2,10.59,0.0534,2020.0,3488.92,3720.23,0.81,0.94,2.28,237.23,1,8,175.4,3,1
9100,20231020,2272,758,1,493,17,63.0,97,Delivered,Rail,Express,Prepaid,Extreme Heat,High,4,10.64,1.459,1997.9,23293.901473478345,1345.5,0.69,1.06,2.86,310.22,4,10,257.8,3,1
9101,20220421,718,559,9,287,12,835.0,25,Delivered,Road,Standard,COD,Clear,High,20,11.82,1.0285,1327.0,1262.14,2335.74,1.62,1.35,2.81,274.82,5,5,110.6,1,0
9102,20240503,1043,178,4,156,16,746.0,72,In Transit,Rail,Standard,Credit Terms,Rain,High,23,24.24,2.179,966.7,1442.42,2559.95,1.77,0.83,3.59,195.0,4,3,71.2,0,0
9103,20241119,782,669,1,112,8,562.0,55,In Transit,air,Standard,Prepaid,Clear,High,4,21.66,0.5863,604.4,813.19,6176.69,0.46,1.09,1.44,81.59,3,3,65.9,0,0
9104,20240611,2697,672,10,469,15,788.0,57,Delivered,Road,Express,Credit Terms,Clear,Low,15,66.52,1.6659,1324.1,1840.57,2100.08,1.9,0.52,2.41,210.9,3,2,50.6,0,0
9105,20221001,2369,597,7,303,1,779.0,108,Delivered,Road,Standard,Credit Terms,Clear,Low,4,17.75,0.5129,1565.7,1513.1,3354.72,2.47,1.48,2.92,211.94,5,4,92.1,0,0
9106,20220718,2113,126,2,217,16,862.0,318,Delivered,Air,Express,Credit Terms,Clear,Medium,10,6.06,0.6231,630.5,1168.17,3254.81,1.39,0.93,3.84,76.43,2,1,22.9,1,0
9107,20230207,915,577,9,222,28,20.0,214,Delivered,Air,Standard,COD,Clear,High,8,16.41,,580.0,590.27,6237.28,2.33,1.88,2.7,104.75,3,3,74.9,1,0
9108,20220125,2201,693,9,459,22,814.0,65,Delivered,Road,Standard,COD,Clear,Low,12,80.04,0.3562,665.3,1259.68,3093.87,1.65,0.53,0.38,119.27,3,2,46.9,0,0
9109,20230828,1469,358,9,490,19,491.0,233,Delivered,Road,Express,Prepaid,Clear,Low,11,122.09,1.85,857.9,1318.7,5400.33,2.65,1.24,3.66,73.26,2,1,23.9,1,0
9110,20230518,2145,549,6,401,8,724.0,327,Delivered,Road,Express,COD,Storm,High,24,19.79,3.1637,1906.6,,6628.45,1.36,0.66,2.75,219.98,4,13,333.2,1,1
9111,20230705,797,696,6,55,22,347.0,40,Returned,Air,Standard,Prepaid,Clear,High,24,98.69,0.7609,952.6,1818.11,9019.31,1.38,0.22,1.83,171.27,4,4,90.6,1,0
9112,20241221,1619,588,9,406,28,407.0,87,Delivered,Road,Standard,Credit Terms,Rain,Low,23,197.35,5.3608,1124.8,1426.33,6696.04,3.05,1.11,2.3,171.73,4,4,104.3,2,0
9113,20231220,2852,531,7,244,30,641.0,160,Delivered,Air,Express,Credit Terms,Extreme Heat,Low,19,74.16,5.6622,435.9,1159.2,3761.82,2.24,1.05,4.9,40.38,2,1,23.3,1,0
9114,20230402,236,334,1,38,29,375.0,51,Delivered,Road,Standard,COD,Fog,Medium,22,124.71,1.3497,1562.8,1911.77,4310.25,1.83,0.67,3.66,272.3,5,9,221.3,1,1
9115,20240508,2323,128,7,388,7,296.0,183,Delivered,Sea,Express,Prepaid,Clear,Medium,20,219.75,0.6094,1864.2,3378.38,6665.82,1.63,1.45,1.63,349.16,4,3,67.3,1,0
9116,20230210,2094,217,10,127,7,118.0,217,Delivered,Road,Express,COD,Clear,Medium,17,40.15,2.5684,1191.6,1880.47,1275.62,0.78,0.9,4.85,128.64,3,2,52.7,0,0
9117,20240410,1270,479,6,343,2,13.0,91,Delivered,Road,Standard,Prepaid,Fog,Low,22,154.91,1.0979,1371.2,2249.64,9846.25,1.66,0.63,1.94,245.24,5,5,125.1,2,0
9118,20241019,2730,590,2,346,28,794.0,89,Delivered,Road,Express,COD,Clear,Low,19,14.75,2.8821,398.7,741.73,3733.39,2.0,1.42,3.53,59.25,2,2,46.1,0,0
9119,20240922,2181,249,10,451,15,426.0,256,Delivered,Road,Same-Day,COD,Rain,Low,12,21.42,2.2831,1855.6,2508.36,958.53,2.41,1.51,2.92,252.28,1,1,24.6,0,0
9120,20230723,1583,306,5,8,18,257.0,194,Delivered,Sea,Express,COD,Clear,Low,16,143.57,3.8631,1535.4,2127.33,4678.18,1.4,1.1,2.4,169.96,3,2,49.1,3,0
9121,20230531,945,163,4,485,13,536.0,209,Delivered,Rail,Standard,Prepaid,Rain,Low,4,18.51,0.56,1685.9,1788.92,2573.49,1.7,0.54,5.41,166.43,6,6,154.4,1,0
9122,20230312,2060,281,9,441,21,881.0,23,Delivered,Road,Standard,COD,Clear,Medium,6,26.41,1.0264,366.7,624.72,4777.28,2.65,0.85,1.14,55.49,2,1,23.2,0,0
9123,20230809,247,520,7,378,2,611.0,256,Delivered,Rail,Express,Credit Terms,Clear,Low,8,50.02,1.706,1925.2,3153.65,3472.4,1.93,0.96,2.65,340.25,4,4,96.5,1,0
9124,20241023,772,1,5,194,10,471.0,198,Delivered,Rail,Express,Prepaid,Storm,Medium,14,125.27,0.1805,2047.7,3046.87,5063.02,0.24,1.54,3.38,194.92,4,3,71.0,0,0
9125,20240815,1292,514,4,169,15,750.0,245,Delivered,Road,Same-Day,COD,Extreme Heat,Low,3,14.0,0.2334,875.5,1675.96,7978.9,2.2,0.69,2.36,97.42,1,1,21.5,2,0
9126,20231027,674,51,9,65,5,23.0,116,Cancelled,Road,Express,COD,Clear,Medium,8,46.19,0.5446,1546.7,1883.19,7749.23,3.07,1.31,3.45,173.05,3,8,191.5,1,1
9127,20221106,1694,764,4,91,17,900.0,314,Delivered,Rail,Express,Prepaid,,Low,3,8.13,0.3467,298.7,468.95,5767.35,0.75,1.28,3.57,38.55,2,2,46.2,1,0
9128,20230217,2616,592,5,121,21,642.0,5,In Transit,Air,Standard,Prepaid,Extreme Heat,Medium,18,136.29,1.4928,510.6,1083.93,5283.01,0.71,1.12,2.36,88.2,3,3,69.8,1,0
9129,20220927,1049,781,4,132,4,687.0,236,Delivered,Road,Standard,COD,Clear,Low,6,33.0,1.6549,524.3,858.79,1127.31,0.72,0.97,0.96,80.46,3,8,183.9,1,1
9130,20220724,1222,296,10,305,25,213.0,21,Delivered,Rail,Same-Day,Prepaid,Clear,Medium,24,95.92,1.0339,633.3,1482.47,5942.1,0.58,0.94,2.08,62.05,1,1,21.5,1,0
9131,20220110,1205,328,9,2,21,275.0,281,Delivered,Road,Standard,COD,Extreme Heat,Medium,9,50.96,0.8102,826.1,987.29,3353.69,1.92,0.84,3.1,127.47,4,4,92.8,0,0
9132,20240428,2175,385,7,73,3,563.0,290,Delivered,Road,Standard,COD,Clear,Low,1,1.77,0.1335,2234.8,2757.18,2039.98,2.44,1.75,5.78,242.75,7,7,168.7,3,0
9133,20240320,2144,143,6,39,11,847.0,179,Delivered,Road,Express,Prepaid,Clear,Medium,15,38.58,1.6411,2087.3,3259.2,4695.74,1.43,1.47,,209.67,4,4,94.8,1,0
9134,20220716,704,576,5,325,23,225.0,194,Delivered,Road,Standard,Credit Terms,Rain,Medium,21,30.25,3.8546,1395.8,2305.65,6081.73,1.47,1.07,2.74,235.61,5,4,91.2,1,0
9135,20240124,2687,113,1,308,17,611.0,84,Delivered,Air,Standard,Prepaid,Clear,High,1,3.68,0.0292,343.0,508.01,8521.29,1.97,1.0,2.09,35.52,2,1,21.1,0,0
9136,20220701,1943,677,9,463,1,276.0,4,Delivered,Road,Same-Day,COD,Clear,High,22,184.43,1.1873,1784.7,3130.36,5632.88,1.07,0.21,2.67,238.9,1,1,23.0,1,0
9137,20221031,2683,780,10,457,20,806.0,32,Delivered,Air,Same-Day,Prepaid,Rain,Medium,6,26.65,0.0688,1930.6,3586.89,7372.23,1.05,0.71,1.78,347.9,1,1,24.1,2,0
9138,20221011,2627,207,8,439,9,524.0,82,Delivered,Road,Express,Prepaid,Clear,LOW,14,120.96,1.8927,1317.4,2271.75,7587.06,1.21,1.47,2.21,167.44,3,3,67.7,1,0
9139,20220523,1728,317,3,184,11,375.0,172,Delivered,Road,Express,Prepaid,Rain,High,15,28.88,2.5783,1968.4,3101.77,854.62,1.41,0.83,3.42,337.68,4,4,94.2,2,0
9140,20240310,2112,28,4,265,2,895.0,67,Delivered,Road,Express,Prepaid,Extreme Heat,Low,9,28.13,2.9723,534.2,779.17,3808.98,2.26,0.82,1.53,79.62,2,2,50.6,1,0
9141,20220216,1889,275,9,315,23,128.0,280,Delivered,Road,Express,Prepaid,Clear,Medium,3,14.51,0.1955,597.4,792.23,5667.57,1.5,0.94,3.82,,2,2,47.6,3,0
9142,20230321,1829,169,9,120,9,365.0,248,Delivered,Road,Standard,Credit Terms,Fog,Medium,15,18.25,,1697.9,2275.02,3372.8,1.01,0.88,3.1,217.14,6,5,115.4,0,0
9143,20230619,1599,497,4,497,20,614.0,205,Delivered,Rail,Standard,COD,Clear,High,19,74.5,1.1409,1702.7,1879.48,4329.87,1.13,1.07,2.92,,6,6,149.5,1,0
9144,20230925,694,630,7,220,13,364.0,232,Delivered,Rail,Express,COD,Clear,High,9,39.38,0.6459,1744.0,2493.84,4822.81,2.12,1.08,3.08,288.72,4,12,316.0,0,1
9145,20220801,1114,46,10,432,2,123.0,10,Delivered,Sea,Express,COD,Clear,Medium,2,10.27,,810.6,1248.24,2266.23,0.51,0.85,1.39,150.27,2,1,24.6,3,0
9146,20230601,2116,138,8,109,4,266.0,91,Delivered,Road,Standard,COD,Clear,Medium,18,94.51,1.8184,1409.4,1606.09,4420.46,2.02,0.6,3.04,267.75,5,4,98.2,2,0
9147,20240519,2215,518,4,427,5,784.0,84,In Transit,Road,Standard,COD,Rain,High,13,26.63,3.9478,395.9,600.49,2163.9,1.04,1.02,2.82,85.66,2,1,22.7,2,0
9148,20230215,1403,367,5,283,1,161.0,8,Returned,Road,Express,Prepaid,Clear,Low,11,7.61,0.4424,463.0,883.68,3835.96,0.8,1.35,1.59,56.11,2,2,45.9,1,0
9149,20241107,334,701,8,94,2,578.0,155,Delivered,Road,Express,COD,Fog,Medium,6,43.82,0.3443,854.4,1057.93,4136.17,0.59,1.49,1.96,107.94,2,1,26.0,0,0
9150,20230417,403,631,1,37,1,124.0,136,Delivered,Road,Standard,Prepaid,Storm,Low,17,38.05,0.8821,496.5,639.91,4783.82,1.24,0.64,3.6,48.77,3,3,73.7,1,0
9151,20240501,2683,580,9,379,27,399.0,141,Delivered,Road,Standard,Prepaid,Clear,High,16,241.45187347454473,1.7122,1411.7,1587.12,3472.87,1.5,0.36,3.89,205.44,5,5,113.0,2,0
9152,20220506,378,778,2,233,28,364.0,236,Delivered,Road,Same-Day,COD,Rain,Low,6,6.31,0.9863,552.4,1292.17,2066.28,1.74,1.25,6.04,86.14,1,1,25.4,0,0
9153,20240722,852,334,9,287,11,116.0,245,Delivered,Road,Standard,COD,Fog,High,12,73.58,0.6523,813.5,1466.9,3510.67,1.75,1.42,4.24,132.99,4,4,93.1,0,0
9154,20230610,189,525,10,108,3,706.0,115,Delivered,Air,Standard,Credit Terms,Clear,Medium,12,63.97,1.0076,1971.7,1980.31,2832.46,2.0,2.12,3.9,349.69,6,5,126.8,2,0
9155,20241221,657,93,1,37,16,254.0,62,Delivered,Road,Standard,COD,Clear,Medium,1,2.46,0.0084,1006.5,1649.6,3347.84,1.59,0.79,5.01,91.79,4,3,77.9,1,0
9156,20240207,2519,78,10,86,22,520.0,132,Delivered,Road,Standard,Prepaid,Extreme Heat,Medium,19,24.02,1.6985,1042.9,1223.36,5922.44,1.26,0.74,,161.63,4,4,89.9,2,0
9157,20240322,822,193,3,358,16,255.0,130,Delivered,Rail,Standard,COD,Clear,Medium,1,1.78,0.1046,1615.9,2392.26,4197.98,2.21,1.57,2.9,239.58,6,6,145.6,2,0
9158,20220612,2506,237,5,151,13,373.0,30,Delivered,Air,Standard,Prepaid,Storm,Low,10,34.89,0.7541,430.7,632.23,3343.47,2.26,0.5,2.58,44.16,3,2,49.0,0,0
9159,20230914,2436,213,1,146,15,42.0,188,In Transit,Rail,Standard,Credit Terms,,Low,8,14.12,0.7329,1130.7,1519.22,8593.65,1.12,0.68,4.42,102.3,4,4,91.8,0,0
9160,20240319,2101,538,3,106,3,222.0,134,Delivered,Road,Standard,COD,Fog,Medium,3,7.82,0.058,2134.3,3467.32,4018.5,2.37,1.81,1.06,376.22,7,7,162.0,0,0
9161,20240606,807,308,3,313,12,132.0,345,Delivered,Air,Standard,Credit Terms,Clear,Medium,11,31.34,0.6801,579.4,1067.24,2630.04,1.74,0.75,1.84,98.75,3,3,70.0,2,0
9162,20230217,2992,562,2,34,4,590.0,48,Delivered,Road,Standard,Prepaid,Clear,Medium,23,76.4,1.2078,2293.4,2931.63,4861.45,2.45,1.75,2.83,356.19,7,6,144.6,2,0
9163,20230910,1829,107,9,274,11,548.0,324,Delivered,Air,Standard,COD,Clear,Low,14,,1.9103,452.3,907.74,2611.21,0.74,1.34,2.48,81.23,3,2,44.7,3,0
9164,20220710,2310,284,10,23,4,209.0,120,Delivered,Rail,Express,Prepaid,Rain,Low,9,35.05,1.3768,1513.2,2009.56,7301.61,1.52,0.23,1.75,254.54,3,2,48.7,1,0
9165,20230420,1030,461,4,72,8,35.0,134,Delivered,Road,Express,Credit Terms,Clear,Low,14,5.92,0.4563,2257.0,3070.11,3748.25,1.85,0.5,4.11,200.61,4,10,244.0,0,1
9166,20230606,1990,795,8,247,7,306.0,91,Delivered,Road,Standard,Prepaid,Clear,High,24,102.24,3.5181,1327.3,1401.06,3585.41,2.19,1.24,2.65,154.94,5,4,94.7,1,0
9167,20220205,1970,294,2,337,8,427.0,117,Delivered,Rail,Express,Prepaid,Clear,High,22,54.23,2.4825,726.0,1437.3,1243.38,2.07,1.35,2.42,95.15,2,1,22.0,2,0
9168,20241001,1792,455,10,478,5,57.0,17,In Transit,Road,Standard,COD,Clear,Low,1,2.54,0.1155,1191.1,1660.51,4493.1,2.3,0.94,6.01,180.62,4,3,75.9,2,0
9169,20231206,1775,398,7,378,20,537.0,333,Delivered,Rail,Standard,Prepaid,Rain,Low,3,46.15,0.245,1886.0,2794.22,4764.77,1.48,1.5,3.81,289.74,6,5,129.9,0,0
9170,20220720,2110,11,8,210,9,410.0,118,In Transit,Road,Standard,COD,Clear,Medium,14,123.95,0.3931,736.5,1411.01,5227.54,1.65,1.41,4.25,79.18,3,2,48.2,0,0
9171,20240910,2994,229,3,119,22,222.0,302,Delivered,Rail,Standard,Prepaid,Clear,High,4,9.03,0.2342,578.0,629.75,3753.71,0.88,0.7,3.15,90.33,3,2,46.6,1,0
9172,20240128,2608,231,6,335,16,367.0,269,Delivered,Rail,Standard,Prepaid,Extreme Heat,High,13,12.9,1.214,937.6,1541.04,1380.93,1.78,0.86,4.27,156.85,4,4,94.2,0,0
9173,20240130,933,364,4,225,8,896.0,249,Delivered,Road,Standard,Credit Terms,Clear,Medium,18,95.42,2.4779,1247.8,2297.56,1797.22,1.4,1.46,4.28,246.33,5,4,97.8,0,0
9174,20241019,2667,149,9,406,6,867.0,135,In Transit,Road,Standard,COD,Clear,Medium,12,76.67,0.6585,382.6,736.52,9398.61,0.5,0.68,3.52,56.54,2,1,23.7,3,0
9175,20230319,1050,571,7,351,5,412.0,218,Delivered,Road,Standard,Prepaid,Fog,Medium,10,27.69,0.8432,421.6,614.3,2674.8,2.31,1.35,0.89,80.37,3,2,47.0,0,0
9176,20230125,747,380,3,45,27,808.0,125,Delivered,Road,Same-Day,Prepaid,Rain,High,17,27.78,3.0471,2078.6,3089.38,6175.27,0.84,0.63,3.23,402.52,1,6,130.6,3,1
9177,20231108,597,71,1,243,24,679.0,256,Delivered,Road,Express,Credit Terms,Clear,High,19,14.87,1.876,2055.6,2673.45,4343.85,1.05,0.99,1.42,349.18,4,3,70.4,2,0
9178,20240831,2111,286,8,223,18,256.0,290,Delivered,Sea,Standard,Credit Terms,Rain,Medium,16,24.81,1.1735,2322.7,2413.18,6847.93,1.35,0.94,2.49,340.6,7,9,221.2,0,1
9179,20240609,1392,409,1,413,3,201.0,249,Delivered,Road,Express,Prepaid,Clear,High,12,90.92,0.35,1189.8,1738.11,2889.24,1.11,1.65,7.5,179.96,3,3,66.7,0,0
9180,20240512,2484,175,5,280,18,75.0,142,Delivered,Rail,Express,COD,,Medium,11,42.83,1.5933,1315.1,1454.86,1462.58,1.4,1.06,2.48,123.82,3,3,72.2,0,0
9181,20240417,2513,495,7,384,17,31.0,293,Delivered,Road,Standard,Prepaid,Clear,Medium,22,127.46,1.6946,1835.9,2656.41,4101.91,1.84,1.06,3.92,176.24,6,6,143.0,1,0
9182,20220208,1615,610,6,288,29,,3,Delivered,Air,Express,Credit Terms,Clear,Low,6,14.51,0.6513,1447.9,1902.55,4715.18,0.41,0.04,0.92,255.74,3,2,46.8,4,0
9183,20230623,633,535,2,134,15,66.0,254,Cancelled,Road,Express,Prepaid,Rain,Medium,14,19.69,0.3607,1892.4,2424.46,4322.34,0.42,1.47,4.19,187.51,4,10,238.9,2,1
9184,20230125,336,537,7,339,4,632.0,294,In Transit,road,Express,Prepaid,Rain,High,14,14.71,2.6912,1648.8,2061.7,2315.65,1.21,0.53,3.8,237.67,4,3,72.0,2,0
9185,20230201,2885,739,3,118,21,264.0,228,Delivered,Road,Express,Credit Terms,Clear,High,5,16.97,1.0935,1083.8,1948.68,892.23,1.28,0.14,2.28,166.35,3,3,66.1,1,0
9186,20240727,922,420,6,400,14,207.0,168,Delivered,Rail,Standard,COD,Clear,High,24,57.15,3.0113,647.8,1019.66,4472.61,1.43,1.95,4.13,125.59,3,3,76.0,2,0
9187,20230311,40,625,3,355,24,274.0,328,Delivered,Road,Standard,Prepaid,Clear,Medium,24,27.89,0.9706,1288.0,1400.08,4720.21,1.9,1.27,4.88,187.84,5,5,114.1,0,0
9188,20240706,1191,275,4,302,30,458.0,14,Delivered,Road,Standard,Prepaid,Fog,High,8,33.17,0.4995,1826.0,2683.36,3720.13,1.93,0.82,5.02,284.11,6,5,122.5,0,0
9189,20240922,2416,592,8,111,28,173.0,330,Delivered,Air,Standard,COD,Clear,Low,20,132.53,1.6935,1953.3,,5164.44,1.17,0.23,2.63,279.69,6,5,113.7,1,0
9190,20230514,275,466,3,47,18,282.0,95,Delivered,Road,Express,Prepaid,Rain,Medium,6,43.08,0.3484,1960.7,2147.68,6063.51,0.94,1.26,1.87,204.85,4,3,73.5,0,0
9191,20220706,2075,695,9,406,9,302.0,146,Delivered,Road,Express,Prepaid,Extreme Heat,Medium,10,,0.8256,2107.7,3050.47,4005.17,2.07,1.12,3.04,230.87,4,4,104.5,0,0
9192,20240205,1248,62,5,211,17,867.0,95,Delivered,Road,Standard,Prepaid,Clear,High,2,7.36,0.084,1759.8,2449.16,269.52,0.92,0.78,2.65,237.5,6,6,133.1,1,0
9193,20240803,2716,732,10,275,2,110.0,350,Delivered,Air,Standard,Credit Terms,Rain,Medium,21,20.52,6.2193,1482.8,1458.19,1463.83,1.01,0.35,1.92,248.97,5,5,116.4,2,0
9194,20230322,1347,186,7,244,20,,134,Delivered,Air,Standard,COD,,Low,7,13.26,0.0958,2103.9,1971.7,3185.49,1.57,0.44,4.02,332.88,7,6,138.4,1,0
9195,20220803,1566,672,2,16,18,798.0,138,Delivered,Road,Express,Credit Terms,Extreme Heat,Low,23,91.6,1.9807,1333.5,1618.82,4297.33,0.93,0.73,1.57,159.78,3,8,200.6,1,1
9196,20230725,1371,304,8,79,26,652.0,214,Delivered,Air,Standard,Prepaid,Fog,Medium,4,9.55,0.4247,553.0,753.54,7355.02,1.37,0.51,3.13,74.68,3,2,47.3,0,0
9197,20241211,2043,492,7,59,12,274.0,88,Delivered,Road,Standard,COD,Clear,Low,15,3.29,0.6964,955.8,1282.46,8143.72,1.46,1.55,2.47,131.43,4,3,67.0,3,0
9198,20230721,213,268,2,134,23,75.0,119,Delivered,rail,Standard,COD,Rain,Medium,6,10.6,0.5068,588.0,815.36,4747.61,2.24,1.02,3.04,82.6,3,3,69.5,0,0
9199,20230507,149,675,1,37,14,659.0,73,Delivered,Air,Standard,Prepaid,Rain,Medium,17,53.17,1.2135,2038.9,,917.24,3.14,2.5,4.94,195.78,7,7,163.8,2,0
9200,20230428,1747,581,9,410,17,565.0,253,Delivered,Air,Same-Day,Prepaid,Rain,Low,13,24.4,1.4007,1907.6,2737.34,4547.04,2.24,0.48,2.48,214.07,1,5,117.3,3,1
9201,20240314,1184,262,5,224,26,823.0,42,Delivered,Rail,Standard,Prepaid,Fog,Medium,19,21.32,1.8814,409.5,553.36,5598.25,1.71,1.3,2.95,42.93,3,3,72.9,2,0
9202,20230109,502,107,7,244,11,48.0,232,Delivered,Road,Standard,Prepaid,Clear,Medium,4,29.41,0.4724,1849.2,2981.64,7687.92,2.0,1.08,4.05,230.04,6,6,152.0,2,0
9203,20240310,2313,762,5,258,11,843.0,128,Delivered,Road,Standard,COD,Rain,Low,13,15.73,0.7509,835.3,1222.77,3465.39,1.98,1.17,2.27,97.47,4,3,76.6,2,0
9204,20241217,2249,780,9,274,14,494.0,38,Delivered,Road,Same-Day,COD,Clear,Low,3,15.57,0.036,1661.4,2160.64,4270.33,1.72,1.44,2.89,144.32,1,1,24.7,1,0
9205,20240426,327,139,2,436,17,510.0,339,Delivered,Road,Standard,Credit Terms,Rain,High,9,9.39,0.2959,345.5,527.42,1125.17,0.9,0.22,1.78,47.68,2,1,23.1,2,0
9206,20241014,553,254,2,233,2,700.0,120,Delivered,Road,Express,Prepaid,Clear,High,6,19.06,0.4235,1575.3,2091.69,8338.37,1.17,1.15,3.19,289.47,3,3,70.8,1,0
9207,20240515,2348,184,4,427,5,294.0,114,Delivered,Road,Standard,COD,Clear,Medium,18,67.05,0.5491,2230.4,3554.76,3027.83,2.48,1.28,1.99,243.37,7,6,144.2,0,0
9208,20240713,1435,182,6,343,16,495.0,29,Delivered,Road,Same-Day,Credit Terms,Rain,Medium,19,43.19,1.5325,523.2,1433.79,2418.35,1.86,0.62,2.86,97.39,1,1,24.6,2,0
9209,20220212,925,127,7,482,24,816.0,322,Delivered,Road,Express,Credit Terms,Clear,Medium,23,59.58,1.6736,782.1,9154.494633999857,6381.67,1.55,2.16,3.0,137.29,2,1,25.5,2,0
9210,20230122,1588,584,3,355,2,499.0,318,Delivered,Rail,Standard,COD,Clear,Medium,21,41.12,0.5548,612.8,1098.93,4687.56,1.84,0.82,1.84,94.01,3,3,70.9,0,0
9211,20221027,1059,622,8,198,15,876.0,38,Delivered,Rail,Standard,Prepaid,Clear,Medium,17,6.44,0.9626,1447.2,2197.01,1590.55,2.92,1.01,3.59,201.25,5,5,127.4,2,0
9212,20240804,281,486,8,80,25,62.0,100,Delivered,Rail,Express,COD,Fog,Low,11,64.94,0.8521,1328.5,1786.13,3082.74,0.75,1.28,2.18,177.2,3,3,72.8,1,0
9213,20220909,1943,348,5,357,10,678.0,52,Delivered,Road,Express,Prepaid,Clear,Low,23,36.75,1.1326,888.4,1164.82,7624.35,3.52,1.18,6.39,138.9,2,1,23.7,1,0
9214,20241126,2089,784,5,53,29,870.0,247,Delivered,Road,Standard,Credit Terms,Clear,Medium,19,49.19,0.585,1836.6,3106.3,2286.43,1.63,1.42,2.85,232.05,6,6,138.1,1,0
9215,20240205,235,591,8,364,14,521.0,58,Delivered,Road,Standard,Prepaid,Rain,High,18,69.89,0.3436,1136.6,1554.02,7189.44,2.36,1.67,4.16,144.91,4,3,71.3,2,0
9216,20220516,748,48,10,349,21,6.0,138,Delivered,Air,Express,Prepaid,Clear,Medium,16,156.04,0.156,1450.8,2017.05,11812.73,0.91,0.03,2.62,244.75,3,3,75.1,1,0
9217,20240119,1874,409,4,132,8,150.0,193,Delivered,Road,Express,Prepaid,Storm,Low,5,37.52,0.1317,1777.4,2740.67,2238.9,1.07,1.28,3.31,235.86,4,3,69.0,1,0
9218,20230111,2272,137,3,232,27,252.0,335,Delivered,Road,Express,Credit Terms,Storm,Low,4,10.24,0.1277,1497.1,1882.18,5443.7,1.91,0.24,4.88,202.84,3,3,67.7,2,0
9219,20221122,2742,323,5,235,17,565.0,348,Delivered,Road,Standard,COD,Extreme Heat,Low,22,18.54,0.3314,1294.5,1932.75,6053.14,1.26,0.78,3.69,168.5,5,5,120.5,1,0
9220,20241225,1812,316,3,47,14,734.0,149,Delivered,Road,Express,COD,Storm,Low,16,64.2,0.9345,545.5,1258.45,8769.75,2.16,0.72,4.09,73.92,2,2,43.6,3,0
9221,20240519,282,718,1,361,7,212.0,72,Delivered,Road,Express,COD,Clear,Low,11,70.67,0.1083,981.6,1862.96,7458.16,1.9,0.78,2.8,164.07,3,3,73.6,4,0
9222,20240416,1059,657,10,56,24,128.0,202,In Transit,Road,Standard,COD,Rain,High,10,,1.482,508.3,681.16,6382.94,1.97,0.99,4.05,67.29,3,2,44.6,1,0
9223,20221208,759,346,4,144,11,161.0,117,Delivered,Air,Standard,COD,Clear,Medium,21,41.24,1.6515,705.9,841.64,5094.97,1.9,0.9,3.73,102.57,3,2,49.3,3,0
