CustomerID,CustomerName,Segment,LocationID,RegistrationDate,CustomerTier
1039,Customer_01039,Retail,21,2018-01-24,Gold
1040,Customer_01040,Retail,20,2020-03-16,Platinum
1041,Customer_01041,Retail,14,2019-07-23,Silver
1042,Customer_01042,Wholesale,14,2018-03-24,Bronze
1043,Customer_01043,Wholesale,16,2020-06-22,Bronze
1044,Customer_01044,Wholesale,22,2018-07-22,Bronze
1045,Customer_01045,Retail,22,2019-10-22,Platinum
1046,Customer_01046,Retail,3,2018-05-24,Platinum
1047,Customer_01047,Retail,15,2020-01-31,Silver
1048,Customer_01048,Enterprise,10,2019-06-02,Bronze
1049,Customer_01049,SME,20,2020-09-04,Silver
1050,Customer_01050,Retail,13,2019-05-25,Bronze
1051,Customer_01051,Wholesale,25,2020-08-30,Platinum
1052,Customer_01052,Retail,11,2019-07-03,Bronze
1053,Customer_01053,Retail,17,2018-10-06,Silver
1054,Customer_01054,Retail,3,2020-03-20,Silver
1055,Customer_01055,Retail,24,2020-03-29,Bronze
1056,Customer_01056,Wholesale,4,2020-09-05,Silver
1057,Customer_01057,SME,10,2019-01-02,Gold
1058,Customer_01058,Retail,21,2019-07-28,Bronze
1059,Customer_01059,Wholesale,25,2019-11-19,Silver
1060,Customer_01060,Enterprise,13,2021-11-24,Silver
1061,Customer_01061,SME,13,2021-07-20,Bronze
1062,Customer_01062,Wholesale,2,2021-12-21,Bronze
1063,Customer_01063,Retail,25,2018-07-06,Bronze
1064,Customer_01064,Wholesale,1,2018-07-04,Bronze
1065,Customer_01065,Retail,1,2021-09-22,Silver
1066,Customer_01066,SME,12,2021-10-24,Gold
1067,Customer_01067,Retail,1,2018-10-17,Gold
1068,Customer_01068,Wholesale,5,2019-11-06,Platinum
1069,Customer_01069,Retail,16,2020-09-25,Silver
1070,Customer_01070,Retail,18,2019-06-24,Gold
1071,Customer_01071,sme,8,2021-01-12,Silver
1072,Customer_01072,Wholesale,20,2021-03-10,Bronze
1073,Customer_01073,Retail,16,2020-06-29,Bronze
1074,Customer_01074,SME,6,2018-04-29,Silver
1075,Customer_01075,SME,18,2018-11-08,Gold
1076,Customer_01076,Retail,15,2021-03-22,Silver
1077,Customer_01077,Wholesale,21,2019-09-12,Bronze
1078,Customer_01078,retail,4,2018-05-16,Platinum
1079,Customer_01079,Wholesale,6,2018-02-04,Bronze
1080,Customer_01080,Retail,8,2018-11-14,Platinum
1081,Customer_01081,Retail,9,2021-06-22,Gold
1082,Customer_01082,SME,23,2021-01-05,Gold
1083,Customer_01083,SME,19,2021-02-08,Gold
1084,Customer_01084,SME,14,2021-05-20,Bronze
1085,Customer_01085,SME,14,2021-04-14,Silver
1086,Customer_01086,Enterprise,23,2020-09-14,Gold
1087,Customer_01087,Enterprise,12,2019-09-21,Gold
1088,Customer_01088,Enterprise,6,2020-05-15,Bronze
1089,Customer_01089,Retail,4,2020-04-10,Bronze
1090,Customer_01090,Retail,9,2020-12-29,Bronze
1091,Customer_01091,Retail,17,2021-05-20,Silver
1092,Customer_01092,Wholesale,12,2017-11-25,Silver
1093,Customer_01093,Retail,11,2019-07-18,Gold
1094,Customer_01094,retail,13,2021-01-22,Gold
1095,Customer_01095,Wholesale,25,2018-09-05,Silver
1096,Customer_01096,Retail,25,2018-08-05,Bronze
1097,Customer_01097,Retail,5,2018-01-12,Silver
1098,Customer_01098,SME,3,2021-05-08,Bronze
1099,Customer_01099,SME,7,2019-05-18,Bronze
1100,Customer_01100,Retail,22,2017-12-23,Bronze
1101,Customer_01101,Retail,12,2018-09-09,Bronze
1102,Customer_01102,Retail,22,2021-01-28,Bronze
1103,Customer_01103,Enterprise,17,2018-05-03,Silver
1104,Customer_01104,SME,14,2020-04-09,Bronze
1105,Customer_01105,Retail,8,2019-12-30,Bronze
1106,Customer_01106,Enterprise,9,2019-09-17,Bronze
1107,Customer_01107,Retail,4,2018-11-01,Silver
1108,Customer_01108,Retail,13,2021-07-05,Silver
1109,Customer_01109,SME,8,2019-10-16,Bronze
1110,Customer_01110,Retail,8,2018-08-25,Bronze
1111,Customer_01111,Retail,1,2019-10-02,Platinum
1112,Customer_01112,Retail,20,2020-11-15,Silver
1113,Customer_01113,Wholesale,24,2021-10-09,Silver
1114,Customer_01114,SME,13,2019-10-01,Silver
1115,Customer_01115,SME,14,2019-02-11,Gold
1116,Customer_01116,Retail,24,2019-09-30,Gold
1117,Customer_01117,Retail,13,2017-12-24,Silver
1118,Customer_01118,Enterprise,16,2019-07-13,Silver
1119,Customer_01119,Retail,11,2019-12-01,Bronze
1120,Customer_01120,SME,13,2021-10-10,Silver
1121,Customer_01121,Wholesale,14,2019-09-17,Silver
1122,Customer_01122,Retail,18,2021-04-24,Bronze
1123,Customer_01123,SME,16,2019-01-10,Platinum
1124,Customer_01124,Retail,13,2021-05-05,Gold
1125,Customer_01125,Retail,2,2018-04-12,Bronze
1126,Customer_01126,Wholesale,23,2020-10-05,Platinum
1127,Customer_01127,Wholesale,23,2020-03-22,Bronze
1128,Customer_01128,Wholesale,5,2021-05-29,Silver
1129,Customer_01129,Wholesale,8,2021-02-19,Gold
1130,Customer_01130,SME,25,2018-03-21,Bronze
1131,Customer_01131,SME,9,2020-11-02,Silver
1132,Customer_01132,Wholesale,21,2019-11-24,Silver
1133,Customer_01133,Retail,20,2017-12-21,Bronze
1134,Customer_01134,Enterprise,22,2019-06-11,Silver
1135,Customer_01135,SME,1,2021-10-31,Bronze
1136,Customer_01136,Retail,13,2020-07-14,Silver
1137,Customer_01137,Retail,15,2020-05-31,Bronze
1138,Customer_01138,Retail,21,2020-11-13,Bronze
1139,Customer_01139,Retail,6,2021-01-05,Gold
1140,Customer_01140,Wholesale,8,2019-12-09,Bronze
1141,Customer_01141,Retail,5,2020-06-15,Silver
1142,Customer_01142,Enterprise,20,2020-10-17,Gold
1143,Customer_01143,SME,25,2020-04-22,Gold
1144,Customer_01144,SME,4,2020-08-04,Bronze
1145,Customer_01145,Retail,6,2021-01-23,Gold
1146,Customer_01146,Retail,8,2020-02-22,Gold
1147,Customer_01147,Enterprise,23,2018-02-18,Bronze
1148,Customer_01148,SME,12,2019-12-05,Gold
1149,Customer_01149,Retail,8,2019-07-20,Gold
1150,Customer_01150,SME,9,2017-12-17,Silver
1151,Customer_01151,Retail,15,2019-06-26,Silver
1152,Customer_01152,SME,10,2021-02-01,Gold
1153,Customer_01153,Retail,4,2020-05-14,Platinum
1154,Customer_01154,Retail,21,2020-01-01,Silver
1155,Customer_01155,wholesale,11,2020-01-20,Gold
1156,Customer_01156,Retail,7,2021-05-22,Gold
1157,Customer_01157,Retail,19,2021-07-27,Gold
1158,Customer_01158,Retail,19,2020-07-26,Platinum
1159,Customer_01159,Retail,4,2018-04-01,Bronze
1160,Customer_01160,Enterprise,2,2019-01-22,Bronze
1161,Customer_01161,Retail,2,2018-07-19,Silver
1162,Customer_01162,Wholesale,20,2021-04-15,Silver
1163,Customer_01163,SME,16,2020-04-20,Silver
1164,Customer_01164,Retail,20,2019-08-13,Gold
1165,Customer_01165,Retail,16,2020-03-21,Platinum
1166,Customer_01166,SME,11,2020-04-16,Silver
1167,Customer_01167,SME,15,2020-07-11,Gold
1168,Customer_01168,Wholesale,19,2021-10-16,Bronze
1169,Customer_01169,SME,10,2018-06-26,Silver
1170,Customer_01170,Retail,23,2018-03-04,Bronze
1171,Customer_01171,Retail,23,2021-09-02,Silver
1172,Customer_01172,Enterprise,21,2020-04-21,Silver
1173,Customer_01173,Retail,25,2019-11-17,Gold
1174,Customer_01174,Enterprise,10,2018-10-14,Silver
1175,Customer_01175,Wholesale,3,2017-12-13,Silver
1176,Customer_01176,Enterprise,13,2020-04-17,Bronze
1177,Customer_01177,Retail,19,2018-12-05,Bronze
1178,Customer_01178,Retail,20,2018-02-25,Platinum
1179,Customer_01179,Retail,10,2018-08-05,Platinum
1180,Customer_01180,Retail,8,2020-10-23,Bronze
1181,Customer_01181,Enterprise,12,2018-08-24,Bronze
1182,Customer_01182,Retail,21,2020-04-23,Silver
1183,Customer_01183,Retail,2,2021-12-06,Silver
1184,Customer_01184,Retail,9,2018-11-20,Silver
1185,Customer_01185,Retail,6,2018-07-28,Bronze
1186,Customer_01186,sme,21,2020-08-04,Silver
1187,Customer_01187,Retail,12,2020-02-25,Bronze
1188,Customer_01188,SME,3,2020-07-04,Bronze
1189,Customer_01189,Retail,7,2021-07-10,Bronze
1190,Customer_01190,Wholesale,2,2017-12-01,Silver
1191,Customer_01191,Retail,12,2021-11-29,Silver
1192,Customer_01192,Retail,25,2019-09-21,Bronze
1193,Customer_01193,SME,15,2021-12-10,Silver
1194,Customer_01194,SME,22,2019-03-04,Silver
1195,Customer_01195,SME,19,2018-04-21,Gold
1196,Customer_01196,Retail,23,2019-05-12,Platinum
1197,Customer_01197,Retail,8,2019-07-07,Bronze
1198,Customer_01198,Wholesale,24,2018-08-09,Gold
1199,Customer_01199,Retail,6,2018-01-01,Gold
1200,Customer_01200,Enterprise,11,2018-06-19,Silver
1201,Customer_01201,Wholesale,18,2021-01-19,Silver
1202,Customer_01202,Wholesale,8,2019-09-10,Bronze
1203,Customer_01203,SME,7,2018-08-22,Bronze
1204,Customer_01204,Enterprise,4,2020-10-17,Platinum
1205,Customer_01205,Retail,1,2019-03-26,Silver
1206,Customer_01206,Retail,13,2021-11-28,Silver
1207,Customer_01207,Wholesale,25,2018-05-27,Silver
1208,Customer_01208,Retail,6,2019-06-25,Bronze
1209,Customer_01209,Retail,12,2018-12-14,Bronze
1210,Customer_01210,Retail,24,2018-08-12,Silver
1211,Customer_01211,Enterprise,20,2021-02-07,Silver
1212,Customer_01212,SME,1,2020-02-26,Gold
1213,Customer_01213,Wholesale,13,2018-06-24,Silver
1214,Customer_01214,Retail,4,2021-04-29,Silver
1215,Customer_01215,Retail,7,2018-08-17,Gold
1216,Customer_01216,Wholesale,7,2020-10-26,Bronze
1217,Customer_01217,Retail,16,2019-08-22,Silver
1218,Customer_01218,Wholesale,5,2019-11-29,Gold
1219,Customer_01219,Wholesale,7,2019-03-09,Bronze
1220,Customer_01220,Retail,6,2018-07-26,Bronze
1221,Customer_01221,Retail,9,2020-07-27,Bronze
1222,Customer_01222,Retail,17,2021-04-19,Bronze
1223,Customer_01223,SME,10,2020-04-07,Silver
1224,Customer_01224,Wholesale,9,2019-06-28,Bronze
1225,Customer_01225,Retail,13,2018-12-03,Silver
1226,Customer_01226,SME,16,2018-11-28,Bronze
1227,Customer_01227,Retail,1,2020-08-10,Bronze
1228,Customer_01228,Retail,23,2018-02-27,Bronze
1229,Customer_01229,SME,23,2021-08-30,Bronze
1230,Customer_01230,Retail,16,2021-07-10,Platinum
1231,Customer_01231,Retail,15,2021-11-25,Bronze
1232,Customer_01232,Wholesale,18,2018-03-14,Bronze
1233,Customer_01233,Retail,12,2021-04-06,Bronze
1234,Customer_01234,Wholesale,10,2019-07-14,Silver
1235,Customer_01235,Retail,9,2018-08-31,Silver
1236,Customer_01236,Retail,4,2018-11-08,Gold
1237,Customer_01237,Retail,22,2018-02-08,Silver
1238,Customer_01238,Retail,9,2021-10-13,Silver
1239,Customer_01239,Retail,8,2020-05-01,Silver
1240,Customer_01240,Retail,25,2019-12-04,Gold
1241,Customer_01241,SME,13,2019-02-22,Silver
1242,Customer_01242,Retail,16,2019-06-13,Bronze
1243,Customer_01243,Retail,7,2019-09-15,Gold
1244,Customer_01244,Retail,7,2020-09-28,Gold
1245,Customer_01245,Retail,19,2021-07-26,Silver
1246,Customer_01246,Retail,12,2020-03-25,Platinum
1247,Customer_01247,Wholesale,4,2020-12-08,Gold
1248,Customer_01248,Retail,21,2019-09-23,Bronze
1249,Customer_01249,SME,11,2018-09-24,Gold
1250,Customer_01250,SME,17,2019-09-26,Silver
1251,Customer_01251,Retail,9,2019-08-11,Silver
1252,Customer_01252,Retail,15,2021-10-31,Silver
1253,Customer_01253,Retail,20,2019-05-11,Gold
1254,Customer_01254,Wholesale,23,2020-03-13,Silver
1255,Customer_01255,Retail,6,2021-06-30,Silver
1256,Customer_01256,SME,17,2021-02-15,Bronze
1257,Customer_01257,Enterprise,23,2018-10-18,Silver
1258,Customer_01258,SME,17,2018-03-28,Platinum
1259,Customer_01259,Wholesale,4,2019-12-02,Gold
1260,Customer_01260,SME,5,2017-12-29,Bronze
1261,Customer_01261,Retail,6,2021-04-06,Gold
1262,Customer_01262,Retail,3,2020-10-09,Gold
1263,Customer_01263,Retail,19,2018-03-08,Silver
1264,Customer_01264,SME,25,2021-04-14,Bronze
1265,Customer_01265,Wholesale,13,2019-04-18,Silver
1266,Customer_01266,SME,15,2021-02-06,Bronze
1267,Customer_01267,Retail,20,2020-08-23,Bronze
1268,Customer_01268,SME,11,2020-01-16,Silver
1269,Customer_01269,Retail,12,2020-07-11,Platinum
1270,Customer_01270,Retail,15,2018-05-31,Silver
1271,Customer_01271,SME,8,2018-01-03,Gold
1272,Customer_01272,Retail,2,2019-12-13,Platinum
1273,Customer_01273,Retail,15,2019-11-06,Bronze
1274,Customer_01274,Wholesale,21,2021-10-10,Bronze
1275,Customer_01275,Retail,2,2021-01-15,Gold
1276,Customer_01276,Retail,6,2021-11-03,Gold
1277,Customer_01277,Retail,7,2018-06-27,Silver
1278,Customer_01278,Retail,21,2021-01-25,Silver
1279,Customer_01279,SME,13,2020-08-09,Silver
1280,Customer_01280,Wholesale,14,2018-07-17,Gold
1281,Customer_01281,Retail,17,2019-01-28,Gold
1282,Customer_01282,Retail,7,2019-06-14,Bronze
1283,Customer_01283,retail,18,2021-11-05,Bronze
1284,Customer_01284,Wholesale,1,2019-09-10,Bronze
1285,Customer_01285,SME,3,2019-09-13,Platinum
1286,Customer_01286,SME,21,2020-09-10,Platinum
1287,Customer_01287,Retail,17,2018-12-11,Gold
1288,Customer_01288,Retail,5,2018-03-09,Bronze
1289,Customer_01289,Retail,11,2020-12-09,Silver
1290,Customer_01290,Wholesale,2,2020-08-23,Bronze
1291,Customer_01291,Retail,17,2020-09-05,Silver
1292,Customer_01292,Wholesale,19,2018-07-29,Bronze
1293,Customer_01293,Wholesale,7,2021-09-07,Gold
1294,Customer_01294,Retail,9,2018-04-29,Bronze
1295,Customer_01295,Retail,6,2018-10-27,Silver
1296,Customer_01296,Retail,10,2020-01-07,Platinum
1297,Customer_01297,Retail,7,2019-08-10,Silver
1298,Customer_01298,Retail,7,2018-05-01,Bronze
1299,Customer_01299,Enterprise,11,2018-11-04,Platinum
1300,Customer_01300,Retail,22,2020-11-12,Silver
1301,Customer_01301,Retail,20,2021-10-18,Silver
1302,Customer_01302,Wholesale,8,2019-04-20,Silver
1303,Customer_01303,Enterprise,24,2021-05-28,Gold
1304,Customer_01304,Retail,6,2021-08-23,Silver
1305,Customer_01305,SME,23,2017-12-20,Silver
1306,Customer_01306,SME,8,2020-01-22,Silver
1307,Customer_01307,Wholesale,14,2019-05-01,Bronze
1308,Customer_01308,Wholesale,6,2021-02-10,Gold
1309,Customer_01309,Retail,20,2021-08-02,Bronze
1310,Customer_01310,SME,8,2021-09-29,Silver
1311,Customer_01311,Retail,22,2020-07-19,Silver
1312,Customer_01312,SME,3,2021-12-27,Bronze
1313,Customer_01313,Wholesale,13,2020-04-11,Silver
1314,Customer_01314,Retail,4,2020-09-01,Silver
1315,Customer_01315,Retail,23,2019-11-03,Bronze
1316,Customer_01316,wholesale,11,2019-08-01,Bronze
1317,Customer_01317,Wholesale,17,2020-09-26,Gold
1318,Customer_01318,Retail,22,2020-02-19,Platinum
1319,Customer_01319,Enterprise,14,2021-09-06,Silver
1320,Customer_01320,SME,2,2020-10-06,Bronze
1321,Customer_01321,Retail,6,2017-12-26,Bronze
1322,Customer_01322,Retail,6,2017-12-07,Bronze
1323,Customer_01323,Retail,23,2020-01-04,Silver
1324,Customer_01324,Enterprise,23,2018-02-22,Platinum
1325,Customer_01325,Retail,12,2019-12-12,Gold
1326,Customer_01326,SME,23,2021-06-27,Bronze
1327,Customer_01327,Retail,7,2018-06-10,Platinum
1328,Customer_01328,Wholesale,17,2020-04-19,Silver
1329,Customer_01329,Retail,10,2019-06-28,Bronze
1330,Customer_01330,Retail,7,2019-05-04,Silver
1331,Customer_01331,Enterprise,7,2020-09-26,Bronze
1332,Customer_01332,Retail,11,2018-12-28,Gold
1333,Customer_01333,Wholesale,9,2019-12-12,Silver
1334,Customer_01334,SME,6,2020-07-01,Silver
1335,Customer_01335,SME,9,2020-10-12,Silver
1336,Customer_01336,SME,4,2018-12-09,Platinum
1337,Customer_01337,Retail,25,2020-12-23,Silver
1338,Customer_01338,Wholesale,10,2021-06-29,Silver
1339,Customer_01339,SME,3,2018-05-20,Bronze
1340,Customer_01340,Retail,15,2020-08-22,Platinum
1341,Customer_01341,Retail,23,2019-05-16,Silver
1342,Customer_01342,SME,9,2019-01-23,Bronze
1343,Customer_01343,Retail,22,2018-07-24,Gold
1344,Customer_01344,Wholesale,16,2019-06-08,Bronze
1345,Customer_01345,SME,19,2019-02-05,Bronze
1346,Customer_01346,Wholesale,8,2018-07-26,Silver
1347,Customer_01347,Retail,1,2018-02-16,Bronze
1348,Customer_01348,Retail,9,2021-10-23,Silver
1349,Customer_01349,Retail,24,2018-12-14,Bronze
1350,Customer_01350,Retail,20,2021-04-15,Bronze
1351,Customer_01351,Enterprise,20,2018-05-06,Bronze
1352,Customer_01352,SME,22,2021-10-21,Bronze
1353,Customer_01353,Retail,10,2020-12-27,Platinum
1354,Customer_01354,Retail,9,2021-03-19,Silver
1355,Customer_01355,SME,24,2019-07-11,Silver
1356,Customer_01356,Retail,15,2021-12-26,Silver
1357,Customer_01357,Wholesale,8,2021-12-07,Gold
1358,Customer_01358,Retail,7,2019-12-07,Bronze
1359,Customer_01359,Wholesale,22,2018-01-05,Bronze
1360,Customer_01360,Retail,2,2019-11-01,Silver
1361,Customer_01361,Wholesale,2,2020-03-04,Silver
1362,Customer_01362,Retail,19,2019-04-21,Gold
1363,Customer_01363,Wholesale,1,2019-09-27,Gold
1364,Customer_01364,Retail,5,2020-06-03,Gold
1365,Customer_01365,Retail,25,2019-08-03,Bronze
1366,Customer_01366,Wholesale,11,2021-12-28,Bronze
1367,Customer_01367,Retail,19,2020-12-31,Bronze
1368,Customer_01368,Retail,13,2019-03-28,Gold
1369,Customer_01369,Retail,3,2020-08-07,Platinum
1370,Customer_01370,Retail,5,2021-10-12,Platinum
1371,Customer_01371,Retail,20,2021-06-29,Bronze
1372,Customer_01372,SME,3,2018-06-12,Gold
1373,Customer_01373,Retail,15,2020-08-25,Silver
1374,Customer_01374,sme,9,2021-11-29,Gold
1375,Customer_01375,SME,10,2019-01-04,Silver
1376,Customer_01376,Retail,24,2019-10-29,Bronze
1377,Customer_01377,Wholesale,16,2020-02-24,Bronze
1378,Customer_01378,SME,16,2018-04-30,Platinum
1379,Customer_01379,wholesale,9,2020-09-18,Silver
1380,Customer_01380,Retail,10,2019-08-27,Silver
1381,Customer_01381,Retail,18,2018-12-11,Silver
1382,Customer_01382,Retail,1,2019-07-04,Silver
1383,Customer_01383,Wholesale,6,2021-02-24,Platinum
1384,Customer_01384,SME,16,2019-03-16,Bronze
1385,Customer_01385,SME,16,2018-12-13,Bronze
1386,Customer_01386,Retail,3,2021-07-02,Gold
1387,Customer_01387,Enterprise,20,2021-04-28,Silver
1388,Customer_01388,Retail,14,2019-03-26,Bronze
1389,Customer_01389,SME,6,2021-07-07,Bronze
1390,Customer_01390,Retail,19,2018-05-22,Bronze
1391,Customer_01391,SME,25,2021-07-21,Bronze
1392,Customer_01392,SME,11,2018-01-01,Bronze
1393,Customer_01393,Retail,8,2019-03-31,Bronze
1394,Customer_01394,Retail,8,2020-03-08,Gold
1395,Customer_01395,SME,15,2020-11-25,Gold
1396,Customer_01396,Retail,2,2020-08-03,Gold
1397,Customer_01397,Wholesale,13,2018-12-06,Silver
1398,Customer_01398,SME,1,2018-11-29,Bronze
1399,Customer_01399,Wholesale,1,2021-02-23,Platinum
1400,Customer_01400,Retail,11,2019-10-10,Gold
1401,Customer_01401,Retail,19,2017-12-04,Silver
1402,Customer_01402,Retail,23,2020-12-12,Bronze
1403,Customer_01403,SME,3,2019-02-26,Bronze
1404,Customer_01404,Retail,7,2021-04-18,Silver
1405,Customer_01405,Retail,11,2018-07-30,Silver
1406,Customer_01406,Retail,15,2021-04-21,Bronze
1407,Customer_01407,SME,25,2020-10-12,Platinum
1408,Customer_01408,Retail,18,2020-02-13,Silver
1409,Customer_01409,SME,14,2020-06-25,Silver
1410,Customer_01410,Enterprise,2,2021-04-21,Bronze
1411,Customer_01411,SME,3,2019-05-16,Gold
1412,Customer_01412,SME,4,2021-12-03,Gold
1413,Customer_01413,SME,17,2017-12-18,Bronze
1414,Customer_01414,SME,9,2021-10-15,Silver
1415,Customer_01415,Retail,7,2020-08-19,Silver
1416,Customer_01416,Enterprise,17,2018-03-09,Gold
1417,Customer_01417,Wholesale,21,2021-05-14,Bronze
1418,Customer_01418,Wholesale,11,2021-09-14,Gold
1419,Customer_01419,SME,23,2018-12-13,Silver
1420,Customer_01420,SME,19,2021-09-14,Bronze
1421,Customer_01421,Enterprise,18,2018-04-23,Bronze
1422,Customer_01422,Retail,22,2020-02-25,Bronze
1423,Customer_01423,Retail,5,2018-06-08,Bronze
1424,Customer_01424,Retail,19,2020-12-30,Silver
1425,Customer_01425,Retail,24,2021-06-04,Gold
1426,Customer_01426,retail,25,2018-01-18,Bronze
1427,Customer_01427,Retail,15,2018-11-15,Platinum
1428,Customer_01428,Retail,19,2018-04-06,Bronze
1429,Customer_01429,Enterprise,23,2020-09-09,Silver
1430,Customer_01430,Retail,22,2020-05-04,Platinum
1431,Customer_01431,SME,23,2019-08-20,Gold
1432,Customer_01432,Wholesale,21,2020-02-28,Silver
1433,Customer_01433,Retail,10,2021-01-03,Gold
1434,Customer_01434,Retail,19,2020-06-18,Bronze
1435,Customer_01435,Retail,11,2019-07-03,Bronze
1436,Customer_01436,SME,21,2021-11-06,Silver
1437,Customer_01437,retail,21,2020-08-16,Bronze
1438,Customer_01438,Wholesale,24,2020-10-19,Silver
1439,Customer_01439,SME,15,2021-09-18,Bronze
1440,Customer_01440,SME,12,2021-07-01,Platinum
1441,Customer_01441,Retail,5,2019-12-20,Gold
1442,Customer_01442,retail,16,2021-08-01,Gold
1443,Customer_01443,Retail,15,2020-08-02,Gold
1444,Customer_01444,Retail,13,2019-09-13,Bronze
1445,Customer_01445,Retail,17,2018-06-01,Bronze
1446,Customer_01446,Wholesale,22,2021-08-06,Silver
1447,Customer_01447,SME,4,2020-03-21,Silver
1448,Customer_01448,Wholesale,11,2021-07-31,Silver
1449,Customer_01449,Wholesale,19,2020-03-30,Silver
1450,Customer_01450,Retail,21,2020-01-12,Silver
1451,Customer_01451,SME,20,2018-09-21,Bronze
1452,Customer_01452,Wholesale,20,2020-03-09,Bronze
1453,Customer_01453,SME,22,2018-02-28,Silver
1454,Customer_01454,SME,25,2021-06-09,Silver
1455,Customer_01455,Retail,16,2021-10-14,Platinum
1456,Customer_01456,Retail,7,2021-12-26,Silver
1457,Customer_01457,Retail,15,2020-07-15,Gold
1458,Customer_01458,Retail,18,2021-03-18,Gold
1459,Customer_01459,SME,3,2021-08-17,Bronze
1460,Customer_01460,Retail,19,2021-01-13,Silver
1461,Customer_01461,Enterprise,14,2017-12-31,Silver
1462,Customer_01462,Wholesale,24,2018-09-19,Silver
1463,Customer_01463,Retail,6,2021-12-05,Bronze
1464,Customer_01464,Retail,23,2018-03-30,Platinum
1465,Customer_01465,Wholesale,12,2021-02-28,Platinum
1466,Customer_01466,Wholesale,15,2020-05-03,Bronze
1467,Customer_01467,Retail,17,2020-08-28,Bronze
1468,Customer_01468,Retail,15,2020-05-04,Bronze
1469,Customer_01469,Enterprise,23,2018-11-17,Gold
1470,Customer_01470,Retail,5,2019-01-29,Silver
1471,Customer_01471,SME,19,2019-07-25,Bronze
1472,Customer_01472,Retail,25,2019-06-06,Gold
1473,Customer_01473,Retail,6,2019-01-06,Silver
1474,Customer_01474,Retail,7,2021-03-31,Silver
1475,Customer_01475,Wholesale,12,2020-05-18,Silver
1476,Customer_01476,Wholesale,19,2021-07-24,Silver
1477,Customer_01477,Retail,24,2019-02-10,Silver
1478,Customer_01478,SME,20,2020-03-16,Bronze
1479,Customer_01479,Retail,20,2019-05-22,Silver
1480,Customer_01480,Retail,12,2019-09-07,Platinum
1481,Customer_01481,Retail,17,2020-11-17,Silver
1482,Customer_01482,Retail,6,2021-06-07,Platinum
1483,Customer_01483,Wholesale,12,2018-01-03,Silver
1484,Customer_01484,Retail,5,2020-10-19,Gold
1485,Customer_01485,Wholesale,1,2021-07-21,Bronze
1486,Customer_01486,Retail,22,2020-09-30,Gold
1487,Customer_01487,SME,21,2018-04-19,Bronze
1488,Customer_01488,Retail,13,2020-12-06,Bronze
1489,Customer_01489,SME,1,2017-12-13,Bronze
1490,Customer_01490,Retail,3,2020-02-10,Bronze
1491,Customer_01491,Retail,3,2018-06-19,Platinum
1492,Customer_01492,SME,18,2019-04-28,Platinum
1493,Customer_01493,Wholesale,6,2021-10-28,Gold
1494,Customer_01494,Enterprise,7,2019-11-29,Bronze
1495,Customer_01495,Retail,22,2020-04-16,Gold
1496,Customer_01496,Wholesale,22,2021-03-05,Gold
1497,Customer_01497,SME,20,2019-09-30,Bronze
1498,Customer_01498,Wholesale,8,2021-07-31,Silver
1499,Customer_01499,Retail,15,2019-02-19,Silver
1500,Customer_01500,Wholesale,6,2018-08-18,Bronze
1501,Customer_01501,Wholesale,22,2021-08-16,Silver
1502,Customer_01502,SME,3,2020-01-14,Gold
1503,Customer_01503,Retail,19,2019-04-25,Bronze
1504,Customer_01504,Retail,13,2021-09-30,Silver
1505,Customer_01505,SME,19,2020-05-28,Silver
1506,Customer_01506,Wholesale,12,2020-12-10,Gold
1507,Customer_01507,Enterprise,4,2021-11-04,Platinum
1508,Customer_01508,Retail,19,2018-09-13,Gold
1509,Customer_01509,Retail,16,2020-03-05,Silver
1510,Customer_01510,Enterprise,12,2018-12-01,Silver
1511,Customer_01511,Retail,10,2019-08-05,Silver
1512,Customer_01512,Retail,9,2018-05-29,Silver
1513,Customer_01513,Wholesale,13,2017-11-28,Bronze
1514,Customer_01514,Enterprise,7,2019-07-13,Silver
1515,Customer_01515,SME,8,2020-07-22,Gold
1516,Customer_01516,Retail,7,2020-04-07,Silver
1517,Customer_01517,Retail,1,2018-08-12,Gold
1518,Customer_01518,SME,24,2020-04-02,Silver
1519,Customer_01519,Retail,6,2019-11-14,Silver
1520,Customer_01520,Retail,5,2021-03-16,Bronze
1521,Customer_01521,Retail,4,2017-12-08,Bronze
1522,Customer_01522,Wholesale,25,2019-05-01,Silver
1523,Customer_01523,SME,12,2020-08-24,Silver
1524,Customer_01524,Enterprise,9,2019-08-08,Bronze
1525,Customer_01525,Enterprise,11,2020-05-10,Bronze
1526,Customer_01526,Retail,3,2021-05-14,Bronze
1527,Customer_01527,Retail,8,2018-05-30,Gold
1528,Customer_01528,Retail,7,2018-05-14,Gold
1529,Customer_01529,Retail,21,2018-07-29,Silver
1530,Customer_01530,Retail,2,2020-06-28,Bronze
1531,Customer_01531,retail,11,2020-12-13,Bronze
1532,Customer_01532,Retail,20,2021-10-19,Bronze
1533,Customer_01533,Wholesale,21,2018-12-31,Silver
1534,Customer_01534,Enterprise,13,2020-08-28,Bronze
1535,Customer_01535,Retail,6,2018-05-04,Bronze
1536,Customer_01536,Retail,9,2018-06-07,Platinum
1537,Customer_01537,Enterprise,6,2021-06-23,Silver
1538,Customer_01538,Enterprise,17,2018-03-28,Gold
1539,Customer_01539,SME,8,2021-06-05,Bronze
1540,Customer_01540,Retail,16,2019-12-28,Bronze
1541,Customer_01541,SME,17,2020-01-22,Platinum
